applicant_id,full_name,ssn,date_of_birth,address,employer_name,annual_income,credit_score,loan_amount,loan_purpose,email,phone_number,time_at_address_months,time_at_employer_months,num_recent_inquiries,is_fraud
APP-000279,John Martin,713-24-7790,1988-01-02,"93449 Faulkner Flats Suite 715, Grayfort, NV 55904",Peakstone Retail,71566,685,25500,medical,ywolf@example.com,066-149-8282,139,123,5,0
APP-000280,John Chavez,168-54-7732,2005-02-06,"52732 Adam Wall Suite 766, Wallerstad, MS 64667",Redwood Manufacturing,140076,662,63000,major_purchase,danielle91@example.com,016-923-6458,33,150,4,0
APP-000281,Madison Richardson,151-14-7484,2003-09-04,"3370 Mccoy Springs Apt. 249, Blackburnberg, KS 32930",Crescent Energy,86062,654,32000,small_business,alexanderwise@example.net,669-183-6264,50,76,1,0
APP-000282,Kathryn Ferguson,792-99-2609,1994-12-27,"611 Olsen Grove Apt. 640, Port Travis, CT 09655",Summit Financial Group,190117,823,43000,medical,pwarren@example.com,622-522-3728,11,92,2,0
APP-000283,Joanne Olsen,786-37-7671,1992-02-09,"234 Alexander Road, Port Danaland, LA 11734",Silver Oak Pharmacy,167574,760,20500,vacation,emartinez@example.com,093-771-0040,74,192,2,0
APP-000284,Rachel Williams,517-82-1474,1957-05-25,"9847 Sherman Rapids, Rogersmouth, MD 31905",Peakstone Retail,128824,670,425000,small_business,elizabeth69@example.org,551-076-2091,22,85,2,1
APP-000285,Diana Lyons,509-74-7503,1957-07-11,"9786 Aaron Route Suite 050, Ericabury, PA 64010",Atlas Construction,127413,638,26500,home_improvement,ystevenson@example.org,567-164-9328,18,98,2,0
APP-000286,Rachel Moran,610-43-2480,1974-01-22,"48727 Timothy Plains Apt. 332, North Ryantown, GA 43296",Redwood Manufacturing,121217,726,29500,debt_consolidation,omiranda@example.net,471-287-1539,120,51,4,0
APP-000287,Lindsay Schneider,760-54-3675,1956-10-22,"863 Jonathon Highway Apt. 115, Lake Sheri, OK 48701",Pioneer Foods,117441,607,47000,debt_consolidation,melissafinley@example.net,040-983-6655,225,62,2,1
APP-000288,Taylor Martinez,769-92-5511,1994-11-21,"60875 Lisa Hill, South Erin, FL 79336",BrightPath Education,182174,781,36000,major_purchase,dustin09@example.com,481-497-3746,50,159,2,0
APP-000289,Robert Hernandez,743-10-9380,1993-07-14,"027 Evans Via, North Amy, MA 55870",Atlas Construction,116289,639,43500,moving,wmooney@example.com,618-443-8612,83,179,6,0
APP-000290,Rick Glenn,623-93-5895,1979-02-18,"2927 Carter Drive Apt. 330, Jessicashire, CT 89409",Summit Financial Group,92093,711,286500,medical,nicholasmcgrath@example.net,201-572-0185,22,92,5,1
APP-000291,Tracy Sims,607-13-9148,1973-11-30,"36749 Denise Lane, Port Stevenfurt, KY 83382",Redwood Manufacturing,203294,791,75000,auto,hrichardson@example.org,117-830-9997,225,211,3,0
APP-000292,Patrick Bauer,688-97-9759,1988-08-26,"649 Cory Circles Apt. 606, Brownshire, ND 94053",Atlas Construction,123138,654,21000,vacation,molinajared@example.net,129-208-7510,155,187,3,0
APP-000293,Daniel Martin,534-87-8845,1997-11-13,"18458 Rodney Shoals, East Kevinhaven, MH 38957",Silver Oak Pharmacy,113524,671,25000,wedding,ftaylor@example.net,585-988-3103,221,174,2,1
APP-000294,Charles Chase,702-57-5269,1982-06-20,"839 Ramirez Stream, Jonesview, KS 50541",Greenline Telecom,132790,678,30000,auto,ricardomiller@example.com,628-314-3598,3,2,4,1
APP-000295,Jennifer Hernandez,584-25-7253,1962-12-03,"Unit 6609 Box 3141, DPO AP 14917",Pioneer Foods,142679,731,71000,auto,ojones@example.org,554-234-0163,155,154,4,0
APP-000296,Brian Frost,508-28-6183,1957-03-16,"718 Graves Way Suite 849, North Georgefurt, HI 45743",Silver Oak Pharmacy,104474,749,52000,medical,iwoods@example.com,082-226-9405,41,57,0,0
APP-000297,Danielle Franklin,756-31-3595,1996-02-06,"5784 Cisneros Pike, West Cynthia, CO 40564",UrbanCore Services,45683,672,13500,home_improvement,ftownsend@example.net,113-129-0148,86,168,2,0
APP-000298,Rhonda Smith,777-11-6279,1991-04-07,"USNS Castillo, FPO AP 90301",Pioneer Foods,95158,701,31500,small_business,sullivanchristina@example.net,068-538-9097,115,128,1,0
APP-000299,Megan Macias,514-85-6015,1952-09-22,"15285 Roberto Light, West Tara, MA 89507",Peakstone Retail,99578,681,13000,home_improvement,marierosales@example.org,447-443-0963,63,183,1,0
APP-000300,Tanya Haley,607-53-9031,1979-02-09,"9705 Christina Isle, Michaeltown, MI 95191",Crescent Energy,166234,829,321000,small_business,richardsmith@example.com,731-882-6170,192,139,1,1
APP-000301,Matthew Perez,681-25-7006,1988-07-18,"6284 Veronica Shoals Suite 225, Smithborough, DE 25347",Silver Oak Pharmacy,55636,534,20000,debt_consolidation,billy66@example.net,502-374-1678,192,39,8,0
APP-000302,Michael Anderson DDS,592-16-2897,1975-04-21,"621 Laura Crossroad Apt. 580, North Erika, MA 56818",BrightPath Education,18430,827,32000,vacation,hamiltonkeith@example.com,163-928-2341,18,158,3,1
APP-000303,Wendy Wright,573-94-2654,1963-06-11,"1892 Victoria Ramp, East David, MO 05529",Atlas Construction,150367,539,7500,wedding,veronica26@example.org,931-066-8433,185,45,3,1
APP-000304,John Hicks,533-73-4254,1964-08-29,"45456 Luis Causeway Apt. 000, Jasonfort, KY 79999",Greenline Telecom,121022,663,26000,small_business,jordanjohnny@example.com,554-110-8255,136,190,3,0
APP-000305,Heather Maxwell,756-98-8875,1999-04-16,"43961 David Summit Apt. 093, Lake Sean, CT 10315",Crescent Energy,101994,822,34500,small_business,kevin73@example.net,202-368-4855,186,110,0,0
APP-000306,Mitchell Bartlett,461-75-2229,1953-07-01,"802 Horton Curve Suite 090, Lake Lisa, NM 90245",Silver Oak Pharmacy,129522,664,19500,home_improvement,martinkaren@example.com,866-943-2029,219,152,3,0
APP-000307,Michael Suarez,748-31-4908,1973-02-03,"844 Kenneth Grove Apt. 230, West Benjamin, FL 36907",BrightPath Education,56472,687,27500,home_improvement,josephgibbs@example.net,338-105-9551,73,124,1,1
APP-000308,Stacey Baker,484-21-7105,1956-06-21,"0053 Thompson Brook Apt. 649, Port Scott, MD 35732",Crescent Energy,57272,528,28500,medical,bonniemorton@example.com,273-652-7172,175,171,3,0
APP-000309,Robert Thompson,681-24-3171,1988-04-23,"404 Nicole Viaduct, Mcdanielborough, CA 19312",Silver Oak Pharmacy,120947,708,293500,debt_consolidation,simmonsspencer@example.net,618-209-1660,75,219,2,1
APP-000310,Adam Rivas,568-55-1472,1961-08-29,"USNS Wright, FPO AE 35583",Atlas Construction,143469,725,23500,medical,sheenagreene@example.org,185-132-7972,129,211,4,0
APP-000311,John Sanchez,731-96-9598,1996-02-23,"810 Curtis Hill Apt. 862, East Andrewchester, MS 19817",Silver Oak Pharmacy,37593,632,14500,education,diana36@example.net,172-131-4519,118,17,5,0
APP-000312,Isaac Middleton,721-54-7305,1982-09-15,"226 Greene Springs, Hernandezport, RI 38119",Peakstone Retail,84434,738,35500,wedding,nancy47@example.net,541-022-5267,185,164,5,0
APP-000313,Rachel Mendoza,471-19-9055,1957-04-02,"421 Cooley Falls Suite 557, Olsonchester, PA 83941",Crescent Energy,140431,579,44000,small_business,devon36@example.com,878-878-8361,46,135,7,0
APP-000314,Jennifer Lane,118-77-1584,1977-04-23,"135 James Vista, West Angelaberg, PW 14939",Blue Harbor Health,81385,534,15500,vacation,pruittmichael@example.org,472-863-3302,146,170,9,1
APP-000315,Michael Thomas,664-81-9996,1980-09-16,"0191 Monroe Ways Apt. 025, North John, AL 75104",North Ridge Logistics,41747,643,11500,home_improvement,lhernandez@example.com,284-765-7041,196,173,6,0
APP-000316,Stanley Johnson,788-52-8751,1997-12-17,"66784 Fletcher Manors, West Teresa, NC 49988",Silver Oak Pharmacy,92580,733,43000,moving,juliamorales@example.org,362-891-7756,177,122,4,0
APP-000317,Carmen Pratt,557-80-9552,1962-08-02,"1115 Johnson Haven, New Daniel, IL 78765",Crescent Energy,62436,562,23500,home_improvement,avilakyle@example.net,303-419-9097,62,6,2,0
APP-000318,Ernest Harding,570-37-8488,1967-01-31,"6835 Swanson Curve Apt. 568, New Lindseyberg, AK 77463",Summit Financial Group,127322,702,17500,moving,cwoods@example.com,227-113-3228,33,71,1,0
APP-000319,Monica Curtis,718-94-9260,1989-07-16,"USNV West, FPO AE 44937",Peakstone Retail,106777,560,53500,vacation,michael60@example.net,633-991-2971,220,178,2,0
APP-000320,Brenda Harrell,752-98-3845,1999-12-08,"1752 Martin Harbors, Michaelland, HI 93647",Silver Oak Pharmacy,179206,775,75000,medical,escott@example.com,721-970-5466,116,220,0,0
APP-000321,Sylvia Anderson,691-45-7518,1987-02-10,"1687 Rich Springs Apt. 903, East Melissaport, MS 21237",Crescent Energy,124886,727,34500,auto,onash@example.com,715-778-7112,1,1,4,1
APP-000322,Sylvia Nielsen,143-75-6017,1964-04-27,"5155 Lewis Streets, Wilsonmouth, AZ 71945",Greenline Telecom,137046,645,66500,auto,stacythomas@example.org,590-960-5673,82,221,7,1
APP-000323,Sean Cisneros,534-55-8870,1964-04-04,"2121 Sullivan Hills Suite 683, Jackton, CO 56669",Greenline Telecom,179779,841,41500,education,tabitha42@example.org,567-782-6596,51,134,3,0
APP-000324,Kristina English,118-16-1927,2000-04-02,"5027 Victor Island, Port Tarachester, KS 68749",Summit Financial Group,97109,634,9000,auto,mcneilsherry@example.org,791-033-6829,212,9,4,0
APP-000325,Gregory Farley,659-14-6876,1978-01-25,"Unit 9055 Box 0448, DPO AE 92161",UrbanCore Services,120827,668,26500,home_improvement,dbanks@example.com,655-868-5127,220,21,5,0
APP-000326,Christopher Larson,136-98-1769,2002-10-06,"6491 Linda Cove Apt. 096, South Karenside, CT 83538",BrightPath Education,148630,787,66500,major_purchase,zgordon@example.org,463-378-6137,171,149,3,0
APP-000327,Heather Leon,716-38-7025,1980-05-28,"53844 Parker Underpass Suite 306, North Anthonystad, MP 68522",Greenline Telecom,139572,803,341000,wedding,matthew96@example.org,863-960-9626,9,196,1,1
APP-000328,Carrie Strong,535-58-1665,1969-09-18,"12819 Cameron Road Suite 825, North Christopher, NE 02013",BrightPath Education,54282,602,23000,auto,anthonyzimmerman@example.org,960-275-2334,180,25,6,0
APP-000329,Ryan Barber,525-29-6285,1964-01-10,"0412 Danielle Prairie Apt. 179, North Donaldview, MH 24176",Greenline Telecom,98572,612,51500,debt_consolidation,jonesmegan@example.org,617-061-7136,7,90,6,0
APP-000330,Erik Odonnell,753-76-2117,1996-05-13,"0299 David Junctions, Timothyside, AL 21261",Pioneer Foods,179115,775,58500,medical,sara39@example.org,808-823-5130,97,24,3,0
APP-000331,Daniel Luna,146-47-4579,2001-01-28,"USNV Hill, FPO AE 12555",Greenline Telecom,62288,661,14500,wedding,jean47@example.net,768-634-2346,95,62,4,0
APP-000332,Ricky Matthews,131-15-6258,2002-09-18,"767 Carlson Groves, Cindyfurt, NE 26678",BrightPath Education,172756,781,33500,home_improvement,nathaniel17@example.org,084-964-9856,3,0,3,1
APP-000333,Christopher Morris,655-67-8975,1975-05-17,"13552 Martinez Island Apt. 537, Rachelside, CA 51041",North Ridge Logistics,136192,686,44000,auto,carolyn83@example.org,849-196-6553,12,239,2,0
APP-000334,Robert Jimenez,668-36-4492,1981-02-03,"Unit 6117 Box 2959, DPO AA 31489",Atlas Construction,115433,662,9500,major_purchase,mitchelldawn@example.net,074-260-8805,48,203,1,0
APP-000335,Andrea Davis,599-97-3519,1970-10-19,"5561 Snyder Causeway Suite 477, Port Nathanielville, AK 29863",North Ridge Logistics,20515,844,75000,vacation,petersendominic@example.com,632-135-8004,230,195,3,1
APP-000336,Amanda Williams,479-43-7678,1955-10-03,"9642 Brandy Crest Apt. 529, Walshville, NC 69653",BrightPath Education,73541,523,26000,vacation,beckystanley@example.com,573-144-1583,51,209,8,0
APP-000337,Nancy Harris,738-84-1745,1991-03-16,"30376 Tony Junctions Apt. 988, Kathleenport, VT 60010",Silver Oak Pharmacy,129279,699,54000,home_improvement,melaniegarcia@example.org,356-798-3631,178,36,3,0
APP-000338,Christopher Parker,778-60-1504,1997-06-19,"71130 Lopez Burgs, Stanleymouth, MI 35310",UrbanCore Services,67923,618,35000,medical,mcintoshchristopher@example.com,326-868-5074,161,28,5,0
APP-000339,Anthony Reyes,567-11-3316,1964-08-03,"PSC 3436, Box 2948, APO AP 65200",Blue Harbor Health,180121,790,26500,debt_consolidation,drodriguez@example.net,313-100-9431,210,223,0,0
APP-000340,Desiree Andrade,165-28-3637,2003-09-26,"6134 Harris Turnpike Apt. 549, Jessicaville, HI 66461",Peakstone Retail,89174,718,16000,small_business,sstevenson@example.org,251-225-7207,146,27,5,0
APP-000341,Alex Mccann,649-92-2198,1975-01-11,"095 Aguilar Overpass, South Daniel, GU 02780",Redwood Manufacturing,209030,533,13000,home_improvement,mary88@example.org,211-457-7584,177,210,6,1
APP-000342,Dawn Ellis,532-46-2143,1961-03-01,"589 Rodriguez Spur Apt. 263, West Tyler, IA 76206",Summit Financial Group,54699,642,21000,moving,vhoward@example.org,361-487-8245,90,97,9,0
APP-000343,Jeanne Butler,770-64-3762,1992-10-13,"Unit 4309 Box 8591, DPO AA 60142",North Ridge Logistics,143520,734,49500,moving,keith07@example.net,272-849-8247,84,183,2,0
APP-000344,Robert Smith,632-71-8583,1972-03-24,"107 Smith Knoll Apt. 042, Natashahaven, TN 73999",UrbanCore Services,178223,781,71000,moving,stephaniereeves@example.org,369-143-0753,117,76,2,0
APP-000345,Mandy Henderson,747-78-4218,1996-01-17,"Unit 1449 Box 4296, DPO AP 42769",Redwood Manufacturing,56937,672,12000,home_improvement,feliciagonzalez@example.org,683-441-4978,171,161,1,0
APP-000346,Richard Bass,568-35-4637,1954-01-10,"585 Gomez Mountain Suite 670, Port Robertberg, RI 40135",Pioneer Foods,173279,780,75000,wedding,bettywatson@example.net,894-062-6078,13,214,3,1
APP-000347,Anthony Brown,537-69-9210,1965-09-09,"9149 Vaughn Way, North Joyhaven, WA 94473",Pioneer Foods,31271,812,60000,home_improvement,mileszachary@example.net,723-244-0793,234,203,4,1
APP-000348,Aaron Munoz,677-67-3608,1984-12-31,"31708 Myers Crossing, Richardburgh, GU 31293",Peakstone Retail,164968,734,72000,education,lorraine79@example.org,620-223-2883,67,223,5,0
APP-000349,Dylan Contreras,553-57-4834,1965-06-21,"USCGC Richardson, FPO AA 51774",North Ridge Logistics,115367,770,22000,small_business,gwolfe@example.com,662-047-1960,97,16,2,0
APP-000350,Amanda Santos,726-91-5480,1987-03-05,"52774 Tina Knolls Apt. 586, East Dianastad, SD 94769",Silver Oak Pharmacy,53566,708,7000,auto,stephen24@example.net,461-767-9298,231,17,5,0
APP-000351,Kelly Anderson,109-76-5121,2001-03-11,"961 Anthony Street Apt. 311, Villafort, MD 30848",BrightPath Education,115182,698,58000,small_business,danielgilmore@example.net,661-094-1017,1,2,5,1
APP-000352,Lisa Pittman,677-66-3713,1988-10-06,"PSC 5176, Box 2983, APO AE 33596",Summit Financial Group,139869,694,11500,home_improvement,skim@example.org,326-831-9013,130,208,5,0
APP-000353,Charles Smith,619-63-6410,1977-07-19,"2873 Ashley Mountains, Michaelside, PR 18572",Silver Oak Pharmacy,117198,603,54500,home_improvement,gonzalescolleen@example.org,912-841-1730,46,98,9,0
APP-000354,Erin Walker,746-83-3639,1995-04-24,"USNV Myers, FPO AA 09407",Peakstone Retail,160671,725,31500,wedding,tammyjones@example.net,389-846-9081,1,2,1,1
APP-000355,Taylor Mercer,102-94-5644,2003-09-12,"6435 Donald Plaza, Sandraton, IA 65192",Blue Harbor Health,100137,601,36000,small_business,shafferanne@example.net,051-699-1872,72,52,9,0
APP-000356,Andrew Johnson,753-89-9369,1994-08-25,"7430 Anthony Tunnel Apt. 896, New Timothyfurt, WI 49945",Redwood Manufacturing,112156,750,51000,medical,russellsimmons@example.org,171-955-3560,62,218,2,0
APP-000357,Brandon Smith,755-76-9263,1993-01-14,"30102 White Cape, Michaelbury, LA 17503",Atlas Construction,85459,658,11000,major_purchase,hmendoza@example.net,114-837-5374,64,102,2,0
APP-000358,Penny Carter,531-71-3135,1960-12-29,"8810 Mccullough Squares Suite 413, Port Theresa, IN 40469",Greenline Telecom,114215,584,49500,wedding,davidhardy@example.org,037-710-7044,230,206,2,0
APP-000359,Elizabeth Hanna,791-58-6742,1991-01-25,"0667 Jeffrey Light Apt. 680, Anthonystad, AK 80289",Greenline Telecom,143078,697,27000,education,sandra49@example.org,059-660-1864,0,0,1,1
APP-000360,Teresa Ford,799-62-5223,1990-07-12,"67320 Marsh Harbor Apt. 384, Ashleyton, RI 36450",Summit Financial Group,44056,641,16000,debt_consolidation,joseph49@example.org,149-542-7707,202,65,2,0
APP-000361,Andrew Howard,113-29-7980,2004-03-17,"0914 Ashley Mill, West Katie, KY 34519",Atlas Construction,139589,716,38000,education,omartinez@example.org,290-310-2879,7,102,3,0
APP-000362,Juan Perez,616-62-8904,1975-10-19,"USNV Hester, FPO AE 89418",Peakstone Retail,185427,767,49500,moving,amber09@example.org,511-871-8133,150,99,3,0
APP-000363,Jacob Carson,605-39-8317,1975-02-14,"2059 Rogers Lodge Suite 749, East Michealport, FL 77994",Silver Oak Pharmacy,169818,836,75000,medical,rodriguezjason@example.com,889-536-9026,94,204,0,0
APP-000364,Marie Friedman,590-21-3381,1971-08-06,"USNS Cunningham, FPO AP 83118",UrbanCore Services,133370,693,20500,education,hryan@example.net,097-887-5439,211,146,4,0
APP-000365,David Sanchez,571-88-9536,1960-04-06,"75137 Cox Knoll Apt. 579, South Kristie, IN 75125",Redwood Manufacturing,99503,534,26000,education,sarasanchez@example.com,929-445-5116,100,26,2,0
APP-000366,William Johnston,524-86-9364,1968-01-30,"70216 Cannon Station, Newtonberg, VI 04967",Pioneer Foods,170277,706,36500,small_business,kjohnson@example.org,288-665-2683,8,57,5,0
APP-000367,Barbara Merritt,571-55-7474,1967-07-24,"PSC 9991, Box 0157, APO AA 83185",BrightPath Education,50992,696,28000,education,byang@example.com,722-981-2099,67,173,2,0
APP-000368,Matthew Gray,774-54-5530,1998-10-21,"34750 Mitchell Lights Suite 220, South April, OK 81172",Summit Financial Group,92350,565,43500,education,cory42@example.org,447-732-4491,23,29,5,0
APP-000369,Mary Thomas,129-32-2979,1993-02-25,"90883 Tracy View, West Jamesshire, NE 96457",Crescent Energy,115310,836,15000,home_improvement,dmeyer@example.com,117-674-1241,7,72,2,1
APP-000370,Regina Garner,131-53-8517,2000-08-12,"2854 Mccoy Passage, Lake Haileyton, NE 13665",Atlas Construction,163061,776,50000,vacation,james80@example.net,032-963-3472,70,183,0,0
APP-000371,Mr. Jonathan Anderson,759-50-7757,1995-08-06,"306 Travis Ridge, Lake Gregory, MT 90676",Crescent Energy,143802,588,57500,wedding,christina93@example.net,578-243-4776,103,168,2,0
APP-000372,Kimberly Phillips,612-70-6142,1975-12-25,"7536 Gregory Island Apt. 562, Larsenfort, PA 54503",Crescent Energy,146081,591,35000,small_business,anthonyadams@example.org,608-545-6676,3,0,6,1
APP-000373,Thomas Adams,550-43-4387,1968-10-02,"047 Walker Wells Apt. 831, Davidside, AK 95164",Summit Financial Group,137267,843,26000,small_business,langchristopher@example.net,558-108-3583,238,54,1,0
APP-000374,Dr. Jennifer Robbins,660-79-1692,1984-04-18,"5638 Shelby Camp, Port Shelbyville, NY 52659",UrbanCore Services,119232,593,37000,moving,swilliams@example.com,033-041-6624,36,26,7,0
APP-000375,Angela Wagner,795-45-7518,1996-07-11,"08921 Lee Rest Suite 568, West Joshuaborough, CT 35139",Summit Financial Group,114916,796,62500,education,bbennett@example.org,368-474-8836,235,153,1,0
APP-000376,Jonathan Long,472-68-2972,1957-03-19,"3906 Sergio Neck, Lake Lanceberg, AS 83065",Silver Oak Pharmacy,64895,704,17000,wedding,davisgary@example.com,931-269-7893,128,144,4,0
APP-000377,Johnny Jenkins,706-88-5254,1980-09-03,"59960 Vaughn Throughway, Gardnermouth, SD 31399",Peakstone Retail,20909,796,10500,wedding,steven78@example.net,116-162-0281,178,59,3,1
APP-000378,Jeffrey Stanton,637-56-7563,1973-08-18,"2872 Ross Hill Apt. 644, Christinastad, OK 85726",Redwood Manufacturing,97985,623,17500,vacation,donaldmills@example.org,958-947-7352,99,53,4,0
APP-000379,Mike Wells,682-42-4666,2003-08-14,"71043 Heather Plain, Riveraton, RI 61933",Peakstone Retail,124865,609,57000,medical,carlfields@example.org,503-446-9459,214,31,9,1
APP-000380,Taylor Hoffman,490-72-5915,1953-03-25,"92134 Jose Cove, Port Alexa, SD 50694",Redwood Manufacturing,157331,643,51000,wedding,barbara99@example.com,973-203-3192,40,234,2,0
APP-000381,John Smith,672-67-6483,1988-02-05,"87675 Mason Crest, New Phillip, WI 51033",Redwood Manufacturing,131401,530,62500,moving,hkelly@example.com,819-324-2687,21,61,7,0
APP-000382,Richard Jennings MD,125-83-9821,2002-08-17,"05756 Christina Wells Apt. 652, East Scotthaven, ID 01236",Peakstone Retail,102211,682,50000,auto,mark54@example.net,094-047-6044,94,11,3,0
APP-000383,Tricia Morrow,696-69-3373,1981-07-09,"772 Brady Rue Apt. 050, Lake Jill, VI 17756",Peakstone Retail,118029,712,30500,moving,barnesmegan@example.org,705-184-3905,204,194,4,0
APP-000384,Sarah Stewart,137-44-7479,2003-08-22,"066 Calvin Views Apt. 412, Williamsborough, UT 66753",Redwood Manufacturing,76517,659,17500,vacation,vthompson@example.org,448-515-7919,26,47,3,0
APP-000385,Anita Hardin,130-94-5122,2005-01-04,"59020 Dana Mount, Lake Sherryport, MP 89746",Silver Oak Pharmacy,66330,707,245500,home_improvement,julierojas@example.com,064-242-9563,111,48,2,1
APP-000386,Denise Gonzalez,570-77-2363,1967-05-01,"Unit 4741 Box 7595, DPO AA 84626",Blue Harbor Health,107121,662,297000,auto,rgallegos@example.org,096-289-3654,22,230,5,1
APP-000387,Michael Gordon,576-90-3071,1966-04-15,"83437 Johnson Crescent Apt. 727, Nathanfurt, TN 77622",Peakstone Retail,70293,579,30000,wedding,morrisdaniel@example.com,026-755-1254,3,0,4,1
APP-000388,Joshua Walton,519-44-9987,1954-12-02,"966 Flowers Glen Suite 957, Evansbury, WV 66949",UrbanCore Services,83424,542,25000,medical,fisherkim@example.net,690-282-4983,226,240,4,0
APP-000389,Laura Taylor,769-54-8891,1993-04-25,"42576 Steven Shoals, East Nicole, ME 40809",Pioneer Foods,127927,731,48500,small_business,lopezmichaela@example.com,132-850-7251,230,150,1,0
APP-000390,Michael Hale,747-54-5698,1991-12-30,"PSC 6731, Box 6252, APO AA 43376",UrbanCore Services,78492,702,25500,wedding,lori69@example.com,815-790-3923,72,45,1,0
APP-000391,Gerald Morrow,730-80-7121,1996-06-27,"32730 Kevin Course Suite 626, West Larry, TX 63501",Summit Financial Group,173276,830,62500,major_purchase,greenstephanie@example.org,268-171-5160,82,8,3,0
APP-000392,Carl Hunter,690-76-5454,1987-10-09,"6604 Green Roads, New Lindsaymouth, NY 49367",Redwood Manufacturing,64665,629,7500,wedding,ijoseph@example.com,126-861-2059,218,102,6,0
APP-000393,Jose Mendez,717-44-9060,1989-05-26,"74017 Richardson Rapid Suite 465, Katietown, ND 35528",Summit Financial Group,27115,828,26000,moving,kellybutler@example.com,540-915-0863,52,40,2,1
APP-000394,Joseph Martinez,576-11-4814,1966-01-02,"4579 Samantha Village Suite 015, Benjaminville, MS 67692",Blue Harbor Health,39334,554,5500,medical,morgandana@example.com,660-241-6139,1,3,2,1
APP-000395,Eric Palmer,789-99-1519,1996-08-20,"059 Lewis Mews, Julieburgh, KY 66241",Crescent Energy,149167,633,561500,home_improvement,jacobsrenee@example.net,440-630-6244,85,207,4,1
APP-000396,Richard Reid,482-58-1206,1957-05-20,"53194 Matthews Roads, Amberfort, OH 02148",Blue Harbor Health,156703,521,17000,small_business,matthew57@example.org,773-826-4609,24,145,8,1
APP-000397,Lynn Hoffman,756-70-7375,1992-02-04,"854 Potter Mission, Johnsonshire, GA 82324",Atlas Construction,137787,584,17000,auto,annette60@example.com,873-682-6911,56,123,7,0
APP-000398,Daniel Rodriguez,558-35-6905,1966-08-02,"686 Potter Manor, Luisstad, SC 14347",North Ridge Logistics,106060,655,21000,small_business,wayne86@example.org,677-472-2640,196,146,1,0
APP-000399,Felicia Marshall,621-11-1688,1973-07-11,"9666 Dana River, East Chelsea, NY 11053",Greenline Telecom,162977,691,22000,vacation,udougherty@example.net,329-715-0968,2,1,5,1
APP-000400,Cheryl Gentry,614-90-9582,1966-04-05,"73524 Patricia Ford, Stevensmouth, IA 23684",North Ridge Logistics,96515,661,39000,moving,hporter@example.net,523-710-0687,69,46,2,1
APP-000401,Andrea Butler,156-34-1349,2000-06-22,"980 Castillo Stream, West Lisaton, MN 52855",Silver Oak Pharmacy,104813,748,360000,major_purchase,hpatterson@example.org,249-125-6523,130,65,2,1
APP-000402,Christine Davis,582-34-4057,1964-06-10,"7345 Norris Isle, Lyonsshire, KY 78413",Pioneer Foods,102444,585,336500,moving,juarezearl@example.com,035-954-4294,130,186,7,1
APP-000403,Jeremiah Phillips,763-79-7014,1994-05-18,"94643 Melissa Prairie, Eddietown, KS 48232",UrbanCore Services,60727,600,13500,debt_consolidation,kwoods@example.com,298-585-6728,23,141,8,0
APP-000404,Mr. James Barnett,528-94-9830,1968-12-31,"3324 Debra Knolls, Stevenstown, MP 98314",BrightPath Education,180164,779,41500,small_business,judithcox@example.org,615-814-8881,225,99,3,0
APP-000405,Amy Knight,166-94-2092,2001-10-30,"233 Thompson Rest Suite 841, Lake Mariah, CA 17874",North Ridge Logistics,120804,616,16000,medical,bruce33@example.net,977-180-5137,88,110,4,0
APP-000406,Bradley Gonzalez,499-94-9026,1955-02-28,"749 Bonnie Wall, Lake Oliviaborough, OR 83722",Pioneer Foods,21478,817,13500,education,qgay@example.com,947-258-7844,55,31,6,1
APP-000407,Joseph Peterson,460-69-1994,1956-10-04,"712 Smith Pass Suite 722, Port Ryanport, CT 58591",Crescent Energy,31012,808,18500,wedding,dana82@example.org,133-484-5871,189,24,4,1
APP-000408,Tanya Clark,698-19-4537,1985-06-19,"36229 Mark Path Suite 964, West Thomas, PR 40296",Pioneer Foods,87331,743,37000,home_improvement,dustin55@example.net,574-696-6060,216,163,0,0
APP-000409,Heather Trujillo,612-81-7802,1973-01-29,"Unit 4033 Box 4450, DPO AA 56534",Silver Oak Pharmacy,124598,674,320500,home_improvement,jnguyen@example.net,339-874-1132,55,140,5,1
APP-000410,John Griffith,724-53-3591,1984-06-20,"673 Benitez Radial, Brownton, SC 45418",Pioneer Foods,63605,739,21500,education,amanda74@example.org,721-562-2949,176,115,4,0
APP-000411,Brandon Sanchez,701-87-4943,1983-12-18,"840 Kelsey Cliff Suite 573, West Taylor, NH 47975",Greenline Telecom,158702,775,45000,wedding,james44@example.net,021-666-7080,89,222,1,0
APP-000412,Kayla Smith,660-14-5660,1986-01-02,"587 Andrews Roads, Lake Charlesland, OH 15224",Greenline Telecom,135762,799,72000,debt_consolidation,laurenmathis@example.org,979-316-4772,196,71,1,0
APP-000413,Angel Holland,625-80-9376,1979-06-08,"69409 Smith Fork Suite 624, New Emily, MD 70279",Pioneer Foods,69935,534,32500,education,mvaldez@example.net,592-323-4210,60,225,4,0
APP-000414,Terry Williams,549-42-5920,1960-10-24,"55333 Martin Groves Apt. 350, South David, MS 03833",Blue Harbor Health,54848,542,19500,education,vdillon@example.org,607-763-3691,45,41,8,0
APP-000415,Christopher Gentry,112-86-5921,2003-05-30,"31795 Perry Fords, Port Williamfort, KS 67181",North Ridge Logistics,146981,786,470500,education,duffyallen@example.com,661-554-1643,25,191,3,1
